id,name,host_name,host_is_superhost,host_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1419,Beautiful home in amazing area!,Alexandra,f,1,Little Portugal,43.64617,-79.42451,House,Entire home/apt,10,3,5,7,Real Bed,470,0,100,10,10,10,10,10,10
8077,Downtown Harbourfront Private Room,Kathie & Larry,f,2,Downtown Toronto,43.64105,-79.37628,Apartment,Private room,2,1.5,1,1,Real Bed,100,0,97,10,10,10,10,10,10
12604,Seaton Village Parlour Bedroom,Rona,f,1,The Annex,43.66724,-79.41598,House,Private room,1,1.5,1,1,Pull-out Sofa,67,0,,,,,,,
23691,Queen Bedroom close to downtown,Yohan & Sarah,t,2,Fairbank,43.69602,-79.45468,House,Private room,3,1,1,1,Real Bed,72,244,95,10,10,10,10,9,10
26654,"World Class downtown@ CN Tower! Jays, TIFF, ACC",Adela,f,7,Downtown Toronto,43.6453,-79.3894,Condominium,Entire home/apt,5,1,1,2,Real Bed,199,357,95,10,10,9,10,10,9
27423,Executive Studio Unit- Ideal for One Person,Brent,f,1,Greenwood-Coxwell,43.6689,-79.32592,Apartment,Entire home/apt,1,1,0,1,Real Bed,55,0,98,10,10,10,10,10,10
30931,Downtown Toronto - Waterview Condo,Kathie & Larry,f,2,Harbourfront,43.64151,-79.37643,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,133,365,100,,,,,,
40456,Downtown 2  Bdr.Apt with King Size Bed and Parking,Denis,t,3,Parkdale,43.63532,-79.44049,House,Entire home/apt,5,1,2,2,Real Bed,125,346,92,9,9,10,10,9,9
41887,Great location,Kyle,f,2,Oakridge,43.69458,-79.28681,Apartment,Entire home/apt,2,1,0,1,Real Bed,69,236,94,10,9,10,10,9,10
43964,Bright entire 2-bedrm basement suite private entry,Mitra,t,1,Wexford/Maryvale,43.74858,-79.29111,Bungalow,Entire home/apt,4,1,2,2,Real Bed,90,361,99,10,10,10,10,10,10
44452,Yonge & Bloor Studio Skyline,Urbano,f,18,Rosedale,43.67185,-79.38583,Apartment,Entire home/apt,2,1,1,1,Real Bed,141,242,80,9,8,9,10,10,8
44469,Yonge & Bloor 2 Bedroom Apartment,Urbano,f,18,Rosedale,43.67136,-79.38598,Apartment,Private room,2,1,1,1,Real Bed,110,281,80,9,8,9,10,10,8
45399,Fountain View Studio - Eaton center,Urbano,f,18,Garden District,43.65972,-79.38172,Condominium,Entire home/apt,3,1,0,1,Real Bed,145,313,82,9,8,9,9,10,8
45453,Yonge & Bloor 2 Bedroom Master,Urbano,f,18,Rosedale,43.67191,-79.38585,Apartment,Private room,2,1,1,1,Real Bed,105,281,83,9,6,9,9,10,9
45893,Yonge & Bloor Lakeview Master BR  ,Urbano,f,18,Rosedale,43.67105,-79.38481,Apartment,Private room,2,1,1,1,Real Bed,105,222,84,8,7,9,9,10,8
50110,Yorkville one bedroom Condo,Urbano,f,18,Downtown Toronto,43.66899,-79.38548,Apartment,Entire home/apt,3,1,1,1,Real Bed,161,335,92,10,9,10,10,10,9
51616,Large room in trendy King Street West.,John,t,1,Niagara,43.64296,-79.40451,Condominium,Private room,2,1,1,1,Real Bed,54,179,98,10,10,10,10,10,10
62545,Furnished Heritage Rooms Downtown 1,Kintoo,f,6,Niagara,43.6458,-79.40769,House,Private room,1,0.5,1,1,Real Bed,65,232,97,9,9,10,10,9,10
64003,Downtown Toronto 4BR Townhouse,Jerome,f,1,Downtown Toronto,43.65955,-79.36701,Townhouse,Entire home/apt,9,2.5,4,5,Real Bed,350,81,96,10,9,10,10,9,10
64641,Furnished Heritage Rooms Downtown,Kintoo,f,6,Niagara,43.6444,-79.40829,House,Private room,1,0.5,1,1,Real Bed,65,296,95,10,9,10,10,10,9
64645,Furnished Heritage Suite Downtown,Kintoo,f,6,Niagara,43.64585,-79.40853,House,Private room,1,1,1,1,Real Bed,88,282,98,10,10,9,10,10,9
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,Magali,t,2,Dufferin Grove,43.65853,-79.42709,House,Private room,1,1,1,1,Real Bed,56,293,98,10,10,10,10,10,10
69464,Yonge & Bloor one bedroom Condo,Urbano,f,18,Rosedale,43.67094,-79.38581,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,149,339,91,9,9,10,10,10,9
75051,"GreatSpace,Backyard, 5min to Subway",Sandra,t,2,Dufferin Grove,43.65956,-79.43228,House,Entire home/apt,2,1,1,1,Real Bed,145,99,97,10,10,10,10,10,10
82694,Luxury Hotel Downtown Living !!,Caterina,f,1,Niagara,43.64171,-79.40469,Apartment,Entire home/apt,2,,1,1,Real Bed,107,342,96,9,9,9,9,10,9
84076,A short walk to TIFF,Darryl,f,1,Niagara,43.64457,-79.40451,Condominium,Entire home/apt,2,1,1,1,Real Bed,145,0,87,9,7,10,10,10,8
84151,North City View Yonge/Bloor,Urbano,f,18,Downtown Toronto,43.67033,-79.38612,Apartment,Entire home/apt,3,1,1,1,Real Bed,145,303,89,9,8,10,10,10,9
89575,Private bedroom close to downtown,Yohan & Sarah,t,2,Fairbank,43.69662,-79.45325,House,Private room,1,1,1,1,Real Bed,62,251,92,9,10,9,10,9,9
96336,John & Bren's Queen West 3 bedroom townhouse,John,t,1,Niagara,43.64458,-79.41022,Townhouse,Entire home/apt,5,2,3,3,Real Bed,235,185,99,10,10,10,10,10,10
98136,Two Bedroom House on Toronto Island,Anthea,f,1,Toronto Islands,43.63266,-79.35616,House,Entire home/apt,5,1,2,3,Real Bed,300,40,99,10,10,10,10,10,10
104096,Hip and modern family-friendly home,Avery,f,1,Riverdale,43.66527,-79.32934,House,Entire home/apt,6,2,2,2,Real Bed,175,261,98,10,10,10,10,9,10
104722,Annex apartment - with great deck!,Carly,f,1,The Annex,43.67175,-79.40398,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,0,100,10,10,10,10,10,10
112842,Gorgeous Condo near High Park!!,Micheline,f,3,High Park North,43.65623,-79.46667,Apartment,Entire home/apt,2,1,1,1,Real Bed,54,313,98,9,9,10,10,10,10
113175,Best luxury location in downtown Toronto!,Faria,t,1,Downtown Toronto,43.64123,-79.39339,Condominium,Entire home/apt,2,1,1,1,Real Bed,105,204,90,9,9,9,9,10,9
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,Denis,t,3,Parkdale,43.63559,-79.44048,House,Entire home/apt,3,1,1,1,Real Bed,200,362,96,9,10,10,10,9,10
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,Brett,f,1,Danforth Village,43.68872,-79.3299,Apartment,Entire home/apt,3,1,1,1,Real Bed,89,106,95,10,10,10,10,9,10
127380,"pleasant apt, centrally located",Peggy,t,1,Forest Hill,43.7037,-79.4082,Apartment,Private room,2,1,2,1,Real Bed,60,353,94,10,9,10,10,10,10
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,WaterfrontExecSuites,f,2,Niagara,43.63633,-79.40076,Condominium,Entire home/apt,2,1,1,1,Real Bed,68,0,90,9,8,9,8,10,9
137099,Beautiful 3 Bedroom Home in Little Italy!,Vinita + Joe,t,2,Palmerston/Little Italy,43.65781,-79.42065,House,Entire home/apt,6,1.5,3,3,Real Bed,239,98,95,9,9,9,10,10,9
138613,Warm Family Home Downtown Toronto,Jodi,f,1,Little Portugal,43.64776,-79.42709,House,Entire home/apt,4,1,3,4,Real Bed,180,0,100,10,9,10,10,10,8
146601,Modern 1BR Downtown - Blue Jays Way,Brian,f,1,Downtown Toronto,43.64551,-79.39274,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,39,97,10,9,10,9,10,9
148945,Downtown Toronto Near Lake Ontario,John,f,2,Downtown Toronto,43.64835,-79.36302,Townhouse,Private room,1,1,1,1,Real Bed,80,306,97,9,9,10,10,10,9
149420,Bloor West Village 1 Bedroom ,Jeannie,f,1,Swansea,43.64618,-79.48833,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,179,98,10,10,10,10,10,10
153000,"1,100SqFt. 2B+Den Spacious Green Condo",Raj,f,1,Downtown Toronto,43.64366,-79.39155,Condominium,Entire home/apt,4,2,2,2,Real Bed,249,286,90,9,8,9,9,10,9
166742,Private room in heart of Kensington,Jesse,t,2,Downtown Toronto,43.65557,-79.40019,Apartment,Private room,2,1,1,1,Futon,100,365,94,10,10,10,10,10,10
179217,Experience Downsview Park,Charlene,f,1,Downsview,43.74098,-79.48724,House,Private room,2,1,1,1,Real Bed,80,352,98,10,10,10,10,10,10
179578,Furnished 1+1 bed Condo Apartment,Sohail,f,2,Scarborough City Centre,43.78076,-79.24788,Condominium,Entire home/apt,4,1,2,2,Real Bed,80,0,,,,,,,
182573,Sunlit Separate Entrance Apartment,Melissa,t,2,Cedarvale Humewood,43.68683,-79.42274,House,Entire home/apt,2,1,1,1,Real Bed,96,251,95,9,9,10,10,10,10
183522,Beaches House,John,f,1,The Beaches,43.67254,-79.30023,House,Entire home/apt,4,1.5,2,2,Real Bed,180,146,100,10,10,10,10,10,10
184784,2 bd Apt at Yonge & Bloor Yorkville,Pere,t,5,Downtown Toronto,43.66932,-79.38525,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,144,98,10,10,9,10,10,10
192860,"Modern, Clean & Quiet 2bd @ High Park",Paul,t,2,The Junction,43.66597,-79.47388,Guest suite,Entire home/apt,3,1,2,2,Real Bed,115,292,98,10,10,10,10,10,10
196360,Trendy King West Room Available!,Karie,f,1,Parkdale,43.64217,-79.42848,Condominium,Private room,1,2,2,2,Real Bed,48,118,100,10,10,10,10,10,10
196584,1 Bedroom Apt on Bloor-Danforth subway line!,Karen,f,1,Oakridge,43.69447,-79.28794,Apartment,Entire home/apt,2,1,1,1,Real Bed,76,134,98,10,10,10,10,10,10
206529,Simplicity-Quiet Room in a House in the Kingsway,Grant,f,3,Stonegate-Queensway,43.63978,-79.50473,Bungalow,Private room,2,1,1,1,Real Bed,60,162,96,10,10,10,10,9,9
207206,Beautiful Newly Renovated 2BDM Home,Stefan,f,2,Little Portugal,43.64589,-79.43464,House,Entire home/apt,4,2,2,2,Real Bed,250,344,94,10,9,10,10,9,9
209226,Boutique living - King West Central,Cindy,f,1,Niagara,43.63598,-79.41468,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,275,93,9,9,9,9,10,9
224775,"Location, Location downtown Toronto",Frank,f,2,Downtown Toronto,43.66168,-79.37937,House,Private room,2,1,1,1,Real Bed,85,327,92,10,9,10,10,10,9
228568,BEST VIEW in the City! Luxury condo,Rob,t,4,Downtown Toronto,43.66771,-79.37679,Apartment,Entire home/apt,4,2,2,2,Real Bed,400,0,98,10,9,10,10,10,10
229913,Upscale 2bed Downtown Toronto-lake,Sergei,f,1,Niagara,43.63479,-79.39957,Townhouse,Entire home/apt,5,1,2,3,Real Bed,325,356,93,9,9,10,10,10,9
230775,Elegant Private Room Condo-Downtown,Usman,f,1,Downtown Toronto,43.66993,-79.38742,Apartment,Private room,2,2,2,1,Real Bed,119,363,92,10,9,9,9,10,9
231530,"Lots of plants, light and records. 1 bedroom.",Jaclyn,f,1,Dovercourt Park,43.66823,-79.43594,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0,,,,,,,
234500,URBAN OASIS: peaceful open concept with parking,Lisa,f,1,Studio District,43.65766,-79.33866,Guesthouse,Entire home/apt,3,1,1,2,Real Bed,141,56,97,10,10,10,10,10,10
239449,Cozy Cool Central Downtown 1 BR Apt with balcony,Steven,t,1,The Annex,43.66763,-79.40683,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,103,93,10,8,10,10,10,9
248933,"Bright, top floor apt for 3 adults",Nadia,f,3,Fairbank,43.68203,-79.45852,House,Entire home/apt,3,1,2,2,Real Bed,56,28,89,9,9,10,10,9,9
260645,"Heritage  private bdrm & bath, 4",Linda,f,4,Downtown Toronto,43.6549,-79.37104,House,Private room,5,1,1,3,Real Bed,71,316,86,9,9,9,8,9,9
261235,"Heritage private bdrm & bath, 7",Linda,f,4,Downtown Toronto,43.65627,-79.37116,House,Private room,5,1,1,3,Real Bed,65,290,88,9,8,9,9,8,9
264319,  private bdrm & bath  number 2,Linda,f,4,Downtown Toronto,43.65551,-79.37133,House,Private room,5,1,1,3,Real Bed,65,308,85,9,8,9,8,9,9
266300,FURNISHED ONE-BDRM TORONTO KING W,Jonathan,f,1,Niagara,43.64047,-79.41491,Condominium,Entire home/apt,2,1,1,1,Real Bed,105,341,100,10,10,10,10,10,10
268403,Two bedroom apt. in lovely house,Peter,f,1,Roncesvalles,43.64463,-79.44353,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,357,86,9,8,9,10,10,9
268888,Toronto  Downtown Quiet Area,Dale,f,1,Broadview North,43.6879,-79.35268,Condominium,Private room,1,1,1,1,Real Bed,76,364,,,,,,,
269355,Elegant apartment in the heart of Toronto,Adam,f,1,South Hill/Rathnelly,43.68436,-79.40053,Apartment,Entire home/apt,5,2,3,3,Real Bed,200,0,,,,,,,
270330,Large Waterfront Condo Downtown,Tricia,f,5,Downtown Toronto,43.64248,-79.37502,Condominium,Entire home/apt,4,1,1,1,Real Bed,189,126,98,10,10,10,10,10,10
273304,In the heart of Toronto downtown!,Ravish,f,1,Garden District,43.6605,-79.38057,Apartment,Private room,1,1,1,1,Real Bed,177,0,,,,,,,
273500,Beautiful Executive Victorian House,Ronen,t,10,Downtown Toronto,43.66023,-79.40935,House,Entire home/apt,4,2,2,2,Real Bed,251,25,94,10,10,10,10,10,9
280249,private bdrm & bath room 3,Linda,f,4,Downtown Toronto,43.65831,-79.36885,House,Private room,2,1,1,1,Real Bed,75,9,83,8,7,8,8,8,8
283628,Baldwin Village Downtown Apartment,Gloria,f,1,Downtown Toronto,43.65481,-79.39697,Apartment,Private room,1,1,1,1,Real Bed,134,0,97,10,10,10,10,10,10
288341,Beautiful Victorian Home,Robert,f,1,Downtown Toronto,43.67093,-79.37298,House,Entire home/apt,6,1.5,2,2,Real Bed,125,295,89,10,10,10,9,9,10
289239,Gorgeous home + Stunning city views!,Stephanie,t,1,Niagara,43.64294,-79.41038,Condominium,Entire home/apt,2,1,1,1,Real Bed,199,249,99,10,10,10,10,10,10
304065,Stonehouse On Sterling-South Room.,Maria,t,3,Wallace Emerson,43.657,-79.44806,Bed and breakfast,Private room,3,1,1,1,Real Bed,73,324,98,10,9,10,10,9,10
307726,Boutique Chic at Maple Leaf Square,Karen,t,2,Harbourfront,43.64222,-79.37987,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,131,99,10,10,10,10,10,10
309402,"Central, beside subway, indoor pool",Christina,t,2,Davisville,43.70926,-79.37707,Apartment,Shared room,2,1,1,2,Futon,50,279,97,10,10,10,10,10,10
312035,Stonehouse On Sterling-Queen Room,Maria,t,3,Dufferin Grove,43.65674,-79.44786,House,Private room,4,1,1,1,Real Bed,90,365,92,9,10,10,10,9,10
314459,Cosy room by Toronto's Danforth Ave,Julia,t,1,The Pocket,43.67728,-79.33585,House,Private room,1,1,1,1,Real Bed,52,252,100,10,10,10,10,10,10
314934,Stonehouse On Sterling-Garden Room,Maria,t,3,Dufferin Grove,43.657,-79.44784,House,Private room,3,3,1,1,Real Bed,85,363,95,9,10,10,10,9,9
325432,"Great 'hood, no car needed, 3.5br",Mark,f,1,High Park North,43.66205,-79.4561,House,Entire home/apt,8,2,4,3,Real Bed,259,0,,,,,,,
327543,Large 1 Bedroom Suite Condo Waterfront + Parking,Digio,t,3,Downtown Toronto,43.64754,-79.37527,Apartment,Entire home/apt,5,1,1,1,Real Bed,110,50,98,10,10,10,10,10,10
341933,"Bright Spacious 2Br Leslieville Home, Local Living",Sylvia,t,1,Riverdale,43.66712,-79.33678,House,Entire home/apt,6,1,2,2,Real Bed,179,164,96,10,10,10,10,10,9
349827,DOWNTOWN Private Room & Bathroom,Alcira,t,4,Entertainment District,43.64895,-79.388,Condominium,Private room,2,1,1,1,Real Bed,89,220,94,9,10,10,10,10,9
358663,Private Suite 5 min. from Downtown,Paul,f,2,Palmerston/Little Italy,43.66195,-79.41141,Apartment,Entire home/apt,1,1,1,1,Real Bed,96,252,90,9,9,10,10,10,9
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,Denis,t,3,Parkdale,43.6354,-79.43854,House,Entire home/apt,5,1,2,3,Real Bed,150,250,95,9,9,10,10,9,9
361831,Townhome/Condo at The Mona Lisa,Silvana,f,1,Willowdale,43.77873,-79.41245,Apartment,Private room,1,1,1,1,Real Bed,141,365,,,,,,,
363057,Charming Century House in Beaches,Katharine,f,3,The Beaches,43.67113,-79.29839,House,Entire home/apt,6,1.5,2,2,Real Bed,230,335,90,9,9,10,9,10,10
366973,Spacious Modern Cozy King W Toronto,Grace,f,1,Fashion District,43.64341,-79.40046,Loft,Entire home/apt,2,1,1,1,Real Bed,190,364,98,10,10,10,10,9,9
379133,Elegant 3 Bedroom+  Rosedale Home ,Christie,f,2,Rosedale,43.67423,-79.37028,House,Entire home/apt,8,3.5,3,4,Real Bed,651,0,100,10,10,10,10,10,10
380910,Fab 1 Bdrm Apt Close to Everything ,Les,f,1,Danforth Village,43.6798,-79.34218,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,141,94,10,10,10,10,10,9
382423,Private Apt. in Kensington Market!,Manja & Joanne,f,2,Kensington Market,43.65432,-79.39847,Apartment,Entire home/apt,2,1,1,1,Real Bed,112,169,92,9,10,10,10,10,9
382960,Bachelor Suite - Financial District,Toronto Suite Rentals,f,73,Downtown Toronto,43.64878,-79.38691,Apartment,Entire home/apt,2,1,0,1,Real Bed,149,41,85,9,9,9,9,9,8
384549,Spacious room in house downtown!,Justin,f,1,Downtown Toronto,43.67144,-79.37685,House,Private room,2,1.5,1,1,Real Bed,65,0,,,,,,,
388696,Downtown Private Room-5minto Subway,Suzan,f,1,Dovercourt Park,43.66633,-79.42851,House,Private room,1,1,1,1,Real Bed,60,341,73,7,8,9,9,9,8
390395,"SUNNY DBL CORKTOWN PRKNG, BREAKFAST, 2 BIKES INCL.",Sean,t,7,Downtown Toronto,43.65765,-79.36281,Townhouse,Private room,3,1,1,1,Real Bed,65,239,96,10,10,10,10,10,10
394627,Furnished Downtown Studio Suite,Kintoo,f,6,Palmerston/Little Italy,43.66137,-79.41074,Apartment,Entire home/apt,1,1,1,1,Real Bed,80,124,80,10,8,10,10,10,8
396504,Modern 3 bed home w/garden in funky Queen W,Clare,f,1,Roncesvalles,43.64283,-79.44686,House,Entire home/apt,6,2,3,6,Real Bed,350,263,97,10,10,10,10,10,10
401824,Furnished Downtown Studio Suite 1,Kintoo,f,6,Downtown Toronto,43.6607,-79.40954,Apartment,Private room,1,1,1,1,Real Bed,80,221,100,9,10,9,9,9,9
403200,Yonge & Bloor Lakview Bedroom,Urbano,f,18,Rosedale,43.67149,-79.38611,Apartment,Private room,2,1,1,1,Real Bed,96,222,100,10,9,10,10,10,10
413276,"Prime downtown! full apartment, wellesley & yonge",Robert,t,2,Downtown Toronto,43.6642,-79.38465,Loft,Entire home/apt,2,1,1,1,Real Bed,209,340,92,9,9,10,10,10,9
415104,Furnished Luxury Condos North York,David,t,6,Willowdale,43.76248,-79.40904,Condominium,Entire home/apt,2,1,1,1,Real Bed,155,19,100,10,9,10,10,10,10
415110,Downtown Furnished Luxury Condo Toronto,David,t,6,Entertainment District,43.64275,-79.39161,Condominium,Entire home/apt,2,1,1,1,Real Bed,176,161,,,,,,,
415111,Luxury Condo North York - Two Bedroom Suite,David,t,6,Willowdale,43.76095,-79.40969,Apartment,Entire home/apt,4,2,2,2,Real Bed,226,76,70,7,6,10,9,9,8
415135,Torontos Entertainment District ,David,t,6,Entertainment District,43.64456,-79.39449,Apartment,Entire home/apt,3,1,1,1,Real Bed,175,354,100,10,10,10,10,10,8
415308,Beautiful Seaton Village Apartment-,Jill,f,1,The Annex,43.66859,-79.41411,Apartment,Entire home/apt,1,1,2,2,Futon,100,358,91,9,10,10,9,10,8
418791,Charming 1BD Apt Toronto West-End,Haley,f,1,Dufferin Grove,43.65395,-79.43132,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,0,99,10,9,10,10,10,10
429943,Super Studio in the Upper Beach,Nick & Nena,f,11,The Danforth,43.68499,-79.29131,Apartment,Entire home/apt,3,1,1,1,Real Bed,69,330,90,9,9,10,10,9,9
436403,Heritage Home Downtown Toronto,Derek,f,4,Downtown Toronto,43.6617,-79.37496,Apartment,Entire home/apt,5,1.5,3,3,Real Bed,196,350,93,10,10,10,10,9,9
447884,House available during TIFF,Ayla,f,1,Downtown Toronto,43.65646,-79.4031,House,Private room,2,1,1,1,Real Bed,200,0,20,2,,,2,,
449650,A House That's Good for the Soul,Abigail,f,6,Parkdale,43.63927,-79.43033,House,Entire home/apt,9,2,5,5,Real Bed,249,318,97,10,9,10,10,10,10
454176,Perfect Pied-a-Terre Near the Beach,John,f,3,Woodbine Corridor,43.67711,-79.31048,Apartment,Entire home/apt,1,1,1,1,Real Bed,65,342,100,10,10,10,10,10,10
454927,Downtown Toronto private bdrm&bath,David,t,3,Garden District,43.66088,-79.38043,Apartment,Private room,2,1,1,1,Real Bed,90,230,100,10,10,10,10,10,10
455640,Charming House in Great Location ,Melissa,t,2,Cedarvale Humewood,43.68698,-79.42234,House,Entire home/apt,4,1,2,2,Real Bed,140,0,98,10,9,10,10,10,10
456371,Calming Bedroom 1 - Beaches Toronto,Julie,t,4,Woodbine Corridor,43.67741,-79.31079,House,Private room,1,1,1,1,Real Bed,27,138,100,10,10,10,10,10,10
457588,Furnished Luxury @ The Eaton Centre,Elisabeth,t,4,Garden District,43.65475,-79.37934,Aparthotel,Private room,3,2,1,1,Real Bed,275,365,97,10,10,10,10,10,8
460994,COMFORTABLE APARTMENT IN YORKVILE,Daniel,f,1,Downtown Toronto,43.66883,-79.38365,Apartment,Entire home/apt,5,,2,,Real Bed,199,365,,,,,,,
462366,Quaint Mid-Town Toronto Guestroom,Liz,t,1,Amesbury,43.7063,-79.48768,Apartment,Private room,2,1,1,1,Real Bed,54,321,95,10,9,10,10,8,9
464313,Private Downtown Victorian House. Fully Equipped,Harold,t,1,Fashion District,43.64428,-79.40268,House,Entire home/apt,4,1,1,2,Real Bed,188,261,99,10,10,10,10,10,10
466650,Spacious Scandinavian Style Home in King West,Juli,t,3,Downtown Toronto,43.64353,-79.40154,Loft,Entire home/apt,2,1,1,1,Real Bed,165,155,99,10,10,10,10,10,9
473827,Designer-inspired Toronto living.,George / John,t,1,Fairbank,43.68767,-79.44004,Guest suite,Entire home/apt,2,1,1,1,Real Bed,107,99,97,10,10,10,10,9,10
493281,Prestigious Wychwood Park Studio CA,Denise,f,1,Wychwood Park,43.67775,-79.42171,House,Private room,1,1,1,1,Real Bed,76,314,,,,,,,
495303,Your Home In Toronto,Danny,f,2,Dovercourt Park,43.66444,-79.42534,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,173,95,10,9,10,10,10,10
499590,Families with Small Kids Welcome,Lewelyn,t,2,Parkwoods,43.75809,-79.31778,House,Entire home/apt,7,2,4,5,Real Bed,200,306,100,10,8,10,10,8,8
506381,"Private+Spacious,Balcony +Location+Bike!",Alana,f,1,The Annex,43.66697,-79.40509,Apartment,Entire home/apt,2,,1,1,Real Bed,75,0,97,10,9,9,10,10,9
509575,Mina's Guest House - Room  # 2,Arya,f,24,Garden District,43.65751,-79.37178,House,Private room,1,1,1,1,Real Bed,80,331,84,9,9,10,9,8,8
511141,Victorian Charmer in West Queen West,Katie & Philippe,t,3,Little Portugal,43.64887,-79.43202,Apartment,Entire home/apt,5,2,2,2,Real Bed,200,94,99,10,9,10,10,10,10
511463, gorgeous light- filled loft avail!,Sasha,f,1,Wallace Emerson,43.66021,-79.43757,Loft,Entire home/apt,3,2,1,2,Real Bed,150,0,84,10,8,10,10,10,10
516823,Cozy + Clean Studio in the Junction,Paul,t,2,The Junction,43.66585,-79.47556,Guest suite,Entire home/apt,2,1,0,1,Real Bed,78,283,97,10,10,10,10,10,10
517709,Bright House with Vegetable Garden,Nathalie,t,2,Trinity-Bellwoods,43.65264,-79.411,House,Entire home/apt,5,1,3,3,Real Bed,225,95,99,10,10,10,10,10,10
519845,A Calm and Cozy Abode,Lewelyn,t,2,Parkwoods,43.75864,-79.31797,Apartment,Entire home/apt,4,1,1,2,Real Bed,52,306,94,10,10,10,10,9,10
525387,Gorgeous Photogenic Artist's Loft,Safiya,f,1,Wallace Emerson,43.65875,-79.44551,Loft,Entire home/apt,2,1,1,1,Real Bed,143,190,95,10,10,10,10,9,9
526594,Small Dog friendly Apt Garden Free Park EV charger,Reiner,f,1,Willowdale,43.76542,-79.40359,Apartment,Entire home/apt,2,1,1,1,Real Bed,67,177,76,9,10,9,8,8,8
526705,High-Tech Authentic Lux Art Loft in Queen West,Kyle,t,2,Roncesvalles,43.64279,-79.43347,Loft,Entire home/apt,4,1,1,1,Real Bed,138,205,98,10,10,10,10,10,10
529089,Tryna get lit?,Cameron,f,1,Niagara,43.64262,-79.40315,Condominium,Shared room,1,1,1,1,Real Bed,67,0,,,,,,,
529189,"Historical, distinctive, and hip",Caroline,f,5,Trinity-Bellwoods,43.65248,-79.40885,House,Private room,2,1,1,1,Real Bed,55,307,94,10,9,10,10,10,9
529227,Little Italy-4 bedroom house,Orsolya,f,1,Palmerston/Little Italy,43.65899,-79.42474,House,Entire home/apt,7,2,4,5,Real Bed,295,298,95,10,9,10,10,10,9
529256,Room in amazing retro modern space ,Caroline,f,5,Trinity-Bellwoods,43.65038,-79.41019,House,Private room,2,1,1,1,Real Bed,54,322,93,9,9,10,10,10,9
533659,Best View in Downtown 5 Star Luxury,Roman,t,3,Harbourfront,43.63931,-79.38174,Condominium,Entire home/apt,5,1,1,2,Real Bed,220,163,97,10,10,10,10,10,10
534962,Mina's Guest House Room #1 (1 x Queen Bed + Futon),Arya,f,24,Downtown Toronto,43.66002,-79.37217,House,Private room,2,1,1,1,Real Bed,80,87,70,9,7,8,8,9,7
535006,Mina's Guest House Room #3 (1 x Queen Bed + Futon),Arya,f,24,Garden District,43.65931,-79.37258,House,Private room,2,3.5,1,1,Real Bed,75,98,82,9,8,9,9,8,9
535025,Toronto Mina's Guest House room #6,Arya,f,24,Garden District,43.66015,-79.37206,Bed and breakfast,Private room,1,1,1,1,Real Bed,54,78,83,9,8,9,9,8,9
535079,Mina's Guest House - Room  #7,Arya,f,24,Downtown Toronto,43.65852,-79.37165,House,Private room,2,3.5,1,1,Real Bed,65,82,65,8,8,8,8,7,7
535086,Toronto Mina's Guest House -Room 8,Arya,f,24,Downtown Toronto,43.65796,-79.37146,House,Private room,2,1,1,1,Real Bed,65,95,75,9,8,9,9,7,8
535110,Toronto Mina's Guest House-Room # 9,Arya,f,24,Downtown Toronto,43.65823,-79.37213,House,Private room,2,1,1,2,Real Bed,60,72,80,9,9,9,10,8,9
535124,Mina's Guest House-double room #10,Arya,f,24,Downtown Toronto,43.66004,-79.37175,House,Private room,2,1,1,2,Real Bed,60,65,60,9,7,9,8,6,7
537679,NIce room with private bathroom ,Yin,f,1,Stonegate-Queensway,43.62575,-79.48815,Apartment,Private room,2,3,1,1,Real Bed,200,365,,,,,,,
543242,"Little Portugal, Lovely Room!",Mallory And Allen,f,1,Little Portugal,43.65007,-79.42561,House,Private room,2,1,1,1,Real Bed,69,293,91,10,9,10,10,10,10
543810,Spacious 1+1 Condo Downtown Toronto,R.,f,1,Downtown Toronto,43.64147,-79.39269,Apartment,Entire home/apt,2,1,2,2,Real Bed,200,0,94,10,7,10,9,10,9
547777,A Beautiful Funky Toronto Apartment,Ayelet And Sean,f,1,Dufferin Grove,43.66101,-79.42695,Apartment,Entire home/apt,6,1,2,3,Real Bed,90,0,100,10,10,10,10,9,9
