id,name,host_name,host_is_superhost,host_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
8797878,Comfy Room with a view of Toronto,Primoz,f,1,Downtown Toronto,43.65051,-79.37657,Apartment,Private room,2,1,1,1,Real Bed,100,0,,,,,,,
8799193,Westside Luxury - 2 mins 2 subway,Don,f,4,Lambton Baby Point,43.65166,-79.48703,House,Private room,1,1,1,1,Real Bed,57,99,,,,,,,
8806750,MODERN 1BEDRM+Den Condo *downtown Toronto*+PARKING,Seti,t,1,Downtown Toronto,43.66077,-79.35981,Condominium,Entire home/apt,4,1,1,2,Real Bed,161,83,96,10,9,10,10,10,10
8808897,Luxury condo across from Blue Jays!,Jay,f,1,Downtown Toronto,43.64367,-79.39325,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,0,,,,,,,
8810194,Room w/parking @ safe area by metro,Ludmila,f,7,Clanton Park,43.73694,-79.44284,House,Private room,2,1,1,1,Real Bed,45,313,90,9,9,10,10,9,9
8812875,"Modern, spacious 2 bdrm, KingWest",Danielle,f,1,Downtown Toronto,43.64431,-79.40112,Condominium,Entire home/apt,5,1,2,2,Real Bed,185,0,80,8,10,10,10,10,10
8814673,Toronto High Park Subway,Katy,f,1,High Park North,43.65472,-79.46845,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,0,,,,,,,
8816413,Basement Suite in Nerdy & Creative Family Home,Gretel,t,2,Little Portugal,43.6481,-79.43671,House,Private room,4,1,1,2,Pull-out Sofa,66,110,98,10,10,10,10,10,10
8816811,"Entire house, hip Brockton village",Leslie,t,4,Little Portugal,43.64786,-79.4374,House,Entire home/apt,4,1,2,3,Real Bed,97,0,,,,,,,
8823118,Convenient 1 + Guest Den Condo,Toronto Suite Rentals,f,73,Newtonbrook,43.78102,-79.41797,Apartment,Entire home/apt,3,1,1,2,Real Bed,179,35,,,,,,,
8824641,Upscale 2BR Heart of Downtown Condo - Super Deal!,Cindy,f,4,Downtown Toronto,43.66259,-79.38712,Condominium,Entire home/apt,4,2,2,2,Real Bed,179,319,98,10,9,10,10,10,10
8826123,Cosy Little Italy Pied a Terre,Adele,f,1,Palmerston/Little Italy,43.6568,-79.42073,Apartment,Entire home/apt,3,1,2,2,Real Bed,75,0,80,10,10,10,10,10,8
8828259,Great 1 bedroom in bloordale,Louise,f,1,Wallace Emerson,43.66025,-79.43713,Apartment,Entire home/apt,2,1,1,1,Real Bed,78,0,,,,,,,
8830317,北大校友的加拿大多伦多寄宿家庭homestay预定,Yuan,f,1,The Kingsway,43.6576,-79.51634,House,Entire home/apt,4,2,3,4,Real Bed,210,67,,,,,,,
8838621,YORKVILLE Actor/Business  Longer Stay Studio Condo,Arlene,t,1,The Annex,43.67111,-79.39431,Condominium,Entire home/apt,2,1,0,1,Real Bed,130,158,98,10,10,10,10,10,9
8843922,Studio steps way from Bloor/Yonge!,Tyler,f,1,Downtown Toronto,43.66746,-79.37662,Apartment,Entire home/apt,2,1,0,1,Real Bed,48,0,87,10,10,9,10,8,10
8845122,Beautiful Downtown 3 bedroom condo,Rajith,f,3,Downtown Toronto,43.6392,-79.39693,Condominium,Entire home/apt,7,3,3,3,Real Bed,299,167,92,9,8,10,9,10,9
8861640,Luxury Home Basement Yonge Eglinton,Ewan,f,2,Forest Hill,43.70971,-79.41126,House,Private room,2,1,1,1,Real Bed,299,0,,,,,,,
8867617,Modern Industrial Condo- downtown,María,f,1,Downtown Toronto,43.65302,-79.3771,Condominium,Entire home/apt,3,1,2,1,Real Bed,120,0,,,,,,,
8868915,2 bedroom high end condo,Bern,t,7,Armour Heights,43.75924,-79.41088,Apartment,Entire home/apt,6,2,2,2,Real Bed,180,0,,,,,,,
8882614,"Peaceful Nest you can call ""Home""",Papia,f,1,Don Valley Village,43.77641,-79.34984,Apartment,Private room,2,1,1,2,Real Bed,42,128,94,10,9,10,10,10,10
8886607,Coolest Apartment You Can Get in the West End!,Elliot,t,3,Roncesvalles,43.65394,-79.45152,Apartment,Entire home/apt,4,1,2,2,Couch,101,0,96,10,10,10,10,10,9
8888225,"36 Lisgar Street,Queen Street West",Tim,f,1,Parkdale,43.64267,-79.42379,Condominium,Entire home/apt,2,2,2,2,Real Bed,59,0,80,8,6,6,8,8,10
8888508,2 bedroom plus den condo by subway,Dina,f,2,Henry Farm,43.77054,-79.34424,Apartment,Private room,2,1,1,2,Real Bed,80,0,,,,,,,
8888805,Studio in a Historic Former Factory,Jasmine,f,1,Niagara,43.64063,-79.40501,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,96,0,,,,,,,
8896089,Two bedroom apartment with a view!,Whitehall,f,17,Downtown Toronto,43.64157,-79.39662,Apartment,Entire home/apt,4,2,2,2,Real Bed,134,225,93,10,9,10,9,10,9
8905409,1 Bedroom Furnished + CN Tower View,Toronto Suite Rentals,f,73,Downtown Toronto,43.63978,-79.39872,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,96,97,10,10,10,9,10,9
8918246,LakeView Whole Condo Apartment in Downtown Toronto,Fariba,f,2,Downtown Toronto,43.64066,-79.38273,Condominium,Entire home/apt,2,1,1,1,Real Bed,250,0,97,10,10,9,10,10,10
8919257,"Full of light, cozy apartment.",Carlos,f,1,Niagara,43.63693,-79.4001,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,0,100,10,9,10,10,10,10
8920098,Beautiful & Stylishly furnished apt,Scott,f,1,Forest Hill,43.68556,-79.40808,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,269,,,,,,,
8921021,Downtown living near the harbour,Jay,f,5,Downtown Toronto,43.63986,-79.39906,Apartment,Entire home/apt,3,1,1,2,Real Bed,150,133,90,10,10,9,10,10,9
8932293,Pretty Sweet Suite - Free WiFi,Silvie,t,1,The Junction,43.66331,-79.46828,Apartment,Entire home/apt,2,1,1,1,Real Bed,81,324,97,10,10,10,10,10,10
8932848,Cozy family home in Toronto,Stacey,f,1,Woodbine Corridor,43.68062,-79.31589,House,Entire home/apt,4,1,3,3,Real Bed,114,0,100,10,10,10,10,10,10
8933450,Single Bedroom in Shared Apartment,Hisham,f,1,Davisville,43.71096,-79.39246,Apartment,Private room,1,1,1,1,Real Bed,45,0,,,,,,,
8936189,Cozy bsmnt apartment in junction,Ash,f,1,Wallace Emerson,43.66529,-79.4556,Apartment,Shared room,1,1,1,1,Couch,40,0,,,,,,,
8936945,Downtown Toronto - 1BR + Hall,Sabina,f,1,Entertainment District,43.64197,-79.38472,Condominium,Entire home/apt,2,1,1,1,Real Bed,133,0,,,,,,,
8937239,Great Flat in the Heart of Roncesvalles,Sandor,t,1,Roncesvalles,43.64547,-79.44679,Apartment,Entire home/apt,2,1,1,1,Real Bed,88,32,97,10,10,10,10,10,10
8942601,☁️WHITE☁️ Apartment Downtown Toronto,Ilya,f,7,Garden District,43.65572,-79.37119,Apartment,Entire home/apt,6,1,2,3,Real Bed,149,349,90,9,9,9,9,8,9
8953011,Bright & central urban getaway,Danielle,f,1,Cedarvale Humewood,43.68484,-79.4205,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,0,98,10,10,10,10,9,10
8954835,DWNTOWN Bed@ Vegi& COZY YOGA Studio,Anami,f,1,Dufferin Grove,43.65514,-79.43975,Apartment,Private room,2,1,1,1,Futon,47,0,,,,,,,
8956730,❤️ Modern Condo in Downtown Toronto,Toronto,t,23,Downtown Toronto,43.64391,-79.37588,Apartment,Entire home/apt,3,2,2,2,Real Bed,299,364,97,9,9,10,10,10,10
8965878,Modern AND spacious,Kal,f,1,Downtown Toronto,43.64448,-79.39261,Apartment,Entire home/apt,7,2.5,2,3,Real Bed,230,0,100,10,10,10,9,10,9
8967384,private room with free WiFi,Masoud,f,3,Westminster/Branson,43.78769,-79.46552,House,Private room,1,1,1,1,Real Bed,37,299,98,10,9,10,10,10,9
8967429,Big Bright Room - A Dancer/Performers Dream,Stacie,t,1,Dufferin Grove,43.65281,-79.43919,House,Private room,1,1,1,1,Real Bed,34,315,95,10,9,10,10,10,10
8967912,Glittering Skyline Vistas,Peter,t,6,Downtown Toronto,43.64158,-79.39647,Condominium,Entire home/apt,4,1,2,2,Real Bed,125,74,93,9,9,10,10,10,10
8969582,Charming apartment in Toronto,Joni,f,1,Riverdale,43.65865,-79.34277,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0,,,,,,,
8971754,Modern apartment downtown Toronto,Daryna,f,1,Downtown Toronto,43.6486,-79.38761,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,0,100,10,10,10,10,10,10
8972905,Cosy Basement/private bath&entrance,Lionel,t,1,Danforth Village,43.68368,-79.34163,Bungalow,Private room,2,1,1,1,Real Bed,70,314,98,10,10,10,10,10,10
8974679,Cozy Bedroom with a queen size bed.,Igor,f,1,Clairlea,43.71856,-79.29632,House,Private room,2,1,1,1,Real Bed,51,0,,,,,,,
8988016,Sunny apartment! Best of the city at your doorstep,Su-Ying,f,1,Little Portugal,43.6464,-79.43287,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,358,94,10,10,10,10,10,10
8988568,Beautiful Downtown Condo 5 Star Accommodations,Adam,f,1,Downtown Toronto,43.66431,-79.38714,Condominium,Entire home/apt,2,1,1,1,Real Bed,129,167,100,10,10,10,10,10,10
8995177,Very Mature 1 bedroom,Ramona,f,1,Niagara,43.63957,-79.41593,Condominium,Private room,2,1,1,1,Real Bed,150,0,,,,,,,
9003785,Large Modern Loft in the Entertainment District,Caitlin & Kendra,f,1,Downtown Toronto,43.6479,-79.39554,Loft,Entire home/apt,3,1,1,2,Real Bed,225,0,100,10,10,10,10,10,10
9006724,Stunning Victorian house by Queen Street West,Adam,t,2,Niagara,43.64265,-79.40995,House,Entire home/apt,5,2,2,2,Real Bed,249,6,97,10,9,10,10,10,9
9006735,Comfortable and private suite with seperate entry,Eric,t,1,The Danforth,43.6834,-79.30914,House,Private room,3,1,1,2,Real Bed,70,363,97,10,10,10,10,10,9
9009547,Upscale Condo on Bay St. (Downtown),Andrew,f,1,Downtown Toronto,43.66056,-79.38551,Condominium,Entire home/apt,5,1,2,2,Real Bed,196,331,95,9,10,10,10,10,9
9009730,Two Bedroom Apartment: Toronto's Trendy West End,Eithne,f,2,Little Portugal,43.64305,-79.42946,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,0,,,,,,,
9030554,Stunning and Lovely Apartment,Amir Hossein,f,1,Downtown Toronto,43.66209,-79.38084,Apartment,Entire home/apt,3,1,1,2,Real Bed,126,0,,,,,,,
9031330,1 Bedroom Condo in King West,Jenelle,f,1,Niagara,43.64399,-79.40317,Apartment,Entire home/apt,3,1,1,2,Real Bed,108,0,,,,,,,
9046915,NEW Large 1 BR next to Subway! - 2,Toronto Suite Rentals,f,73,Downtown Toronto,43.65297,-79.38747,Apartment,Entire home/apt,2,1,1,1,Real Bed,169,89,70,8,9,8,10,10,8
9049654,room in Junction neighbourhood,R,f,2,Wallace Emerson,43.66672,-79.45465,Townhouse,Private room,1,1,1,1,Real Bed,50,220,100,10,10,10,10,9,10
9050649,New Listing! Stylish Home in Downtown Toronto,Mikayla,f,1,Niagara,43.64234,-79.40309,Townhouse,Entire home/apt,3,1,2,2,Real Bed,138,0,100,10,10,10,10,10,10
9051109,TORONTO YORKVILLE 1BDRM+DEN CONDO,Thanasi,f,1,The Annex,43.67296,-79.38949,Apartment,Entire home/apt,2,1,1,2,Pull-out Sofa,381,364,100,10,10,10,10,10,10
9052835,Furnished Apartment Toronto,S M Fawaad,f,1,York University Heights,43.76556,-79.5043,Apartment,Entire home/apt,1,1,1,1,Real Bed,45,0,,,,,,,
9055545,Gorgeous 2 Bed Condo,Peter,f,3,Entertainment District,43.64419,-79.39062,Condominium,Entire home/apt,7,1,2,4,Real Bed,313,352,93,9,9,9,9,10,9
9056413,Beautiful Penthouse Suite,Aaron,f,1,Downtown Toronto,43.66222,-79.38748,Apartment,Entire home/apt,3,1,1,1,Real Bed,249,0,89,9,8,10,10,10,9
9057883,Queen West - Elegant Modern Condo,John,t,1,Parkdale,43.64188,-79.42428,Apartment,Private room,3,2,1,2,Real Bed,66,0,96,10,10,10,10,10,10
9058524,Private and Cozy Apartment,Chris,t,1,Long Branch,43.59173,-79.54427,House,Entire home/apt,2,1,1,1,Real Bed,76,285,97,10,10,10,10,10,9
9060491,Great space in Kensington Market.,James,f,1,Downtown Toronto,43.65557,-79.40325,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,333,100,10,10,10,10,10,10
9072036,Clean & Cozy Bayview Village apt. Steps to Subway!,Chur,t,2,Bayview Village,43.76827,-79.38865,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,316,97,10,10,10,10,10,10
9076297,"Bright, Quiet Room in Queer House",Kami,t,1,The Annex,43.67251,-79.41014,Apartment,Private room,2,1,1,1,Real Bed,76,24,90,9,9,10,10,10,9
9077190,BEAUTIFUL apartment in Trendy Neighbourhood,Sara,f,1,Wallace Emerson,43.66585,-79.44789,Apartment,Entire home/apt,5,1,2,2,Real Bed,60,189,100,10,10,10,10,10,10
9077488,Bsmt Studio Apt w/Hydramassage Tub,Alexandra,t,4,Fairbank,43.67733,-79.44589,House,Entire home/apt,2,1,0,1,Real Bed,60,314,93,9,10,10,10,10,9
9078948,"48th Fr DT beside CN Tower, Scotiabank Arena..",Yogic,f,3,Entertainment District,43.64111,-79.38314,Condominium,Entire home/apt,3,1,0,1,Real Bed,111,203,96,9,8,9,10,10,9
9079724,Bright & Beautiful Annex Apartment,Coralie,f,1,The Annex,43.67275,-79.41412,House,Entire home/apt,2,1,2,1,Real Bed,75,0,,,,,,,
9090507,Spacious & Hip on the Subway Line!,Alice,f,1,Wallace Emerson,43.66288,-79.44504,House,Entire home/apt,2,1,1,1,Real Bed,76,32,93,9,9,10,10,10,9
9103255,"""Feel at home"" Parkdale apartment",Jonathan,f,1,Parkdale,43.63751,-79.43743,Apartment,Entire home/apt,2,1,1,1,Real Bed,76,12,93,10,10,10,10,9,10
9108756,Modern + Stylish Downtown Loft,Jen,f,2,Roncesvalles,43.64247,-79.43171,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0,,,,,,,
9114125,Modern Annex/Kensington Loft,David,t,1,Downtown Toronto,43.66269,-79.40451,Loft,Private room,2,1,1,1,Real Bed,110,71,100,10,10,10,10,10,10
9115824,Little Italy Studio Apartment,Paula,f,2,Palmerston/Little Italy,43.65578,-79.42121,Apartment,Entire home/apt,2,1,1,1,Real Bed,104,7,90,9,9,10,10,9,9
9129567,Ideal for TIFF King West Victorian Studio Gem 1 BR,Kathleen,t,1,Niagara,43.64188,-79.40861,Guest suite,Entire home/apt,2,1,1,1,Real Bed,76,71,98,10,10,10,10,10,9
9131652,Mid Cent.PenthouseTrinity Bellwoods,Darryl,f,1,Trinity-Bellwoods,43.64593,-79.40946,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,0,100,10,8,10,10,10,8
9132704,Living Room in apartment North York,Chelson,f,1,York University Heights,43.76206,-79.49987,Apartment,Private room,3,1,1,1,Real Bed,31,0,70,8,8,8,8,7,8
9133743,Downtwn Luxury w/Views&Pool&Parking,Richard,f,1,Entertainment District,43.64814,-79.39154,Condominium,Entire home/apt,4,1,1,1,Real Bed,135,121,92,10,9,9,9,10,9
9136123,Luxury condo in downtown core,Salman,f,1,Harbourfront,43.64345,-79.37761,Apartment,Entire home/apt,6,2,2,2,Real Bed,200,0,100,10,9,9,10,10,10
9137573,Cozy Apartment in Little Italy,Nate,f,1,Palmerston/Little Italy,43.6562,-79.41965,Apartment,Entire home/apt,2,1,2,2,Real Bed,98,0,90,10,10,10,10,10,10
9139993,"Large Master Bedroom in City Center,Ask 4 Parking",Jonathan,f,3,Downtown Toronto,43.65001,-79.39962,Townhouse,Private room,3,1,1,1,Real Bed,50,73,95,10,9,10,10,10,10
9146137,Toronto's little nest of joy,Gabriel,f,1,Don Mills,43.72991,-79.33595,Townhouse,Shared room,1,1,1,1,Couch,125,365,100,,8,,10,,
9148666,Rogers Center-Waterfront View Condo,Natalie,f,1,Niagara,43.64179,-79.40371,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,0,90,9,8,9,9,10,9
9149223,Trendy Loft in Exciting King West,Tim,f,1,Niagara,43.64192,-79.41398,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,225,0,100,10,9,10,10,10,10
9151259,Cozy and Comfortable Private Room,Yingxia,f,2,Oakwood,43.7014,-79.44427,Townhouse,Private room,1,1,1,1,Real Bed,54,334,95,8,9,10,9,9,10
9153094,Pretty and comfy,Sammy,f,6,Milliken,43.81632,-79.28929,House,Private room,4,1,1,2,Real Bed,32,360,87,9,8,9,9,9,9
9154864,ACROSS FROM THE LAKE AND IN THE CITY!!,Kate,f,3,Parkdale,43.63704,-79.43869,House,Private room,2,1.5,1,2,Real Bed,76,280,91,9,9,10,10,9,10
9163597,Prime Condo North York: Steps to Bayview SUBWAY!,Nezzy,f,2,Henry Farm,43.76495,-79.38301,Condominium,Private room,1,1,1,1,Real Bed,60,312,80,10,8,10,10,6,8
9168581,Tranquil Queen St. Retreat,Mara,f,2,Roncesvalles,43.64138,-79.43864,Apartment,Private room,2,1,1,1,Real Bed,80,110,98,10,10,10,10,10,10
9170315,"Entire 1 bedroom Loft in Lesliville, Toronto",Damola,f,2,Riverdale,43.66539,-79.34145,Loft,Entire home/apt,3,1,1,1,Real Bed,94,0,97,10,9,9,10,10,10
9185094,"Best: bldg, location & amenities",Jay & Noshu,f,2,Downtown Toronto,43.64173,-79.39541,Apartment,Entire home/apt,3,1,1,2,Real Bed,109,1,89,9,9,9,10,9,9
9194415,Cozy lower 1 bdrm suite at the Greenwood subway.,Julie,f,1,Greenwood-Coxwell,43.68181,-79.33056,Guest suite,Entire home/apt,2,1,1,1,Real Bed,76,102,100,10,10,10,10,10,10
9214758,Beautiful 2 BR in Ideal Location,Michelle,f,1,Palmerston/Little Italy,43.66275,-79.41184,Apartment,Entire home/apt,6,1,2,3,Real Bed,90,109,94,10,9,10,10,10,9
9214826,Spacious bachelor apt. in Toronto,Janet,f,7,Dovercourt Park,43.66493,-79.43612,House,Entire home/apt,3,1,1,1,Real Bed,81,297,89,9,9,10,10,9,9
9226176,22ftx14ft+Food!VideoTourMemoryFoamMatress$9KLuxury,Was,f,3,Westminster/Branson,43.76037,-79.45668,House,Private room,2,1.5,1,1,Real Bed,70,0,97,10,10,10,10,9,10
9226638,"Trendy, 1-Bedroom Condo with View!",Eva,f,1,Entertainment District,43.64892,-79.38784,Apartment,Entire home/apt,3,1,1,1,Real Bed,130,130,95,10,9,9,9,10,9
9227493,Large bright room.,Colleen,f,1,Morningside,43.79024,-79.21216,House,Private room,2,1.5,1,1,Real Bed,45,0,,,,,,,
9227850,Sunny Annex/Seaton Village House.,Maggie,f,1,The Annex,43.66899,-79.41407,House,Entire home/apt,5,2,3,3,Real Bed,100,0,80,8,3,8,9,10,9
9230956,"Spacious Apartment, Downtown West",Jayne,f,1,Roncesvalles,43.64625,-79.4439,House,Entire home/apt,2,1,1,1,Futon,86,0,98,10,10,10,10,10,10
9231962,Best in class - Yorkville!,Mohsin,f,1,Downtown Toronto,43.66682,-79.38734,Apartment,Entire home/apt,2,1,1,1,Real Bed,134,0,88,10,9,10,10,10,10
9233101,West Queen West Hideaway,Aline,f,3,Little Portugal,43.64767,-79.42443,House,Entire home/apt,2,1,0,1,Real Bed,100,0,98,10,10,10,10,10,10
9234087,Sub Penthouse/ King west /prking/ Amazing View!,Raia,f,1,Niagara,43.64095,-79.40647,Condominium,Private room,1,1,1,1,Real Bed,90,26,98,10,10,10,10,10,10
9234677,Hip Two Bedroom in Dundas West!,Jose,f,24,Dufferin Grove,43.64965,-79.43148,Apartment,Entire home/apt,6,1,2,2,Real Bed,101,282,90,9,9,10,9,9,9
9235120,Hearty Loft in Dundas W!,Jose,f,24,Little Portugal,43.64843,-79.43133,Apartment,Entire home/apt,3,1,0,1,Real Bed,82,337,96,10,10,10,10,10,9
9237282,Trendy King West Loft!,Joseph,f,2,Fashion District,43.6434,-79.40055,Apartment,Entire home/apt,2,1,1,1,Real Bed,94,0,96,10,9,10,10,10,10
9238618,WINDOwALL ROOM in Queen West Loft,Barb,f,4,Parkdale,43.64147,-79.42381,Condominium,Private room,2,1,1,1,Real Bed,65,0,92,9,10,10,10,10,8
9238886,"Cozy Private room, Roncesvalles",Amaranta,f,3,Roncesvalles,43.64114,-79.44782,Apartment,Private room,2,1,1,1,Real Bed,34,307,88,9,9,9,9,9,9
9239375,Bright 2nd floor apartment downtown,Edward,f,1,Trinity-Bellwoods,43.65279,-79.40865,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0,80,10,10,10,10,10,8
9249149,Mid-Town Loft With Incredible View!,Ron & Nadia,f,1,Davisville,43.69799,-79.39099,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,176,0,,,,,,,
9249866,Fully Furnished Toronto House,Pro,f,4,Swansea,43.63899,-79.47876,House,Entire home/apt,8,2,4,4,Real Bed,399,342,91,9,9,10,10,9,9
9250048,Beautiful High Park Home,Saretta,f,1,High Park North,43.655,-79.46105,House,Entire home/apt,6,3.5,3,3,Real Bed,295,0,,,,,,,
9250114,"Family hotell , York University",Sigang,f,7,York University Heights,43.76961,-79.501,Bungalow,Private room,1,1,1,1,Real Bed,31,342,70,9,6,8,6,10,8
9250900,"family hotel beside York University, close Fin",Sigang,f,7,York University Heights,43.76921,-79.50002,House,Private room,1,1,1,1,Real Bed,25,317,83,8,5,10,9,9,8
9254288,A Traveller's Delight In Heart of Downtown,Nick,t,6,Downtown Toronto,43.65531,-79.4038,Apartment,Entire home/apt,4,1,2,2,Real Bed,169,74,97,10,10,10,10,10,10
9260908,Furnished Clean Single room,Erica,f,11,Mount Dennis,43.69005,-79.49772,House,Private room,1,1,1,1,Real Bed,106,220,89,9,10,10,10,8,9
9261177,Fully furnished and clean room,Erica,f,11,Mount Dennis,43.69177,-79.49701,House,Private room,2,1,1,1,Real Bed,80,220,60,8,7,9,6,8,6
9272530,Yonge & Bloor Large 1Bdr Condo,Vladi,f,1,Downtown Toronto,43.66786,-79.38408,Apartment,Entire home/apt,4,1,1,2,Real Bed,134,0,97,10,10,10,9,10,10
9275807,Location Availiable Room,Alexander,f,1,The Annex,43.67075,-79.40609,Apartment,Private room,2,1,1,1,Real Bed,55,0,78,9,8,9,9,9,8
9278227,Deluxe One Bedroom Apartment,Mohammed,f,18,Downtown Toronto,43.65956,-79.38434,Apartment,Entire home/apt,3,1,1,1,Real Bed,156,332,80,9,8,8,10,10,9
9281219,Entertainment District Exec Suite - York/Lakeshore,TO Stays,t,13,Downtown Toronto,43.64309,-79.38057,Apartment,Entire home/apt,3,1,1,2,Real Bed,125,323,93,10,10,10,10,10,10
9282702,Bright room in house apartment!,Y. Yvon,f,2,Riverdale,43.67331,-79.34191,Apartment,Private room,3,1,1,2,Airbed,40,0,100,10,10,10,10,10,10
9284160,Cozy Bedroom on the main floor.,Antonietta,f,2,Lambton Baby Point,43.65258,-79.4982,House,Private room,1,1,1,1,Real Bed,46,220,,,,,,,
9294851,"lge 1 b/r, 1.5 w/r, P/O Couch -",Kevin,f,1,Downtown Toronto,43.65259,-79.36837,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,82,0,100,10,10,10,10,10,10
9294881,"Big cozy room, next to the Subway!",Ece,f,1,High Park North,43.65676,-79.45276,House,Private room,2,1,1,1,Futon,40,0,100,10,10,10,10,10,10
9295152,Room near subway .,Feela,t,2,Fairbank,43.69899,-79.44503,House,Private room,2,1.5,1,1,Real Bed,200,365,96,10,9,10,10,10,10
9295372,Newly cozy beauty house,George,t,2,Agincourt,43.79633,-79.27511,House,Entire home/apt,12,6.5,6,7,Real Bed,399,325,96,10,10,10,10,10,10
9296362,Luxury 1 bedrm with parking Toronto,Alexander,t,6,Financial District,43.64631,-79.37752,Condominium,Entire home/apt,2,1,1,1,Real Bed,200,311,100,10,10,10,10,10,10
9297579,Stunning New Condo near CN Tower,C.J.,t,6,Downtown Toronto,43.6431,-79.3807,Apartment,Entire home/apt,4,1,1,3,Real Bed,138,35,97,9,10,10,10,10,10
9297752,Queen West Sunny South Facing Loft,Angela,f,1,Parkdale,43.64197,-79.4307,Loft,Entire home/apt,1,1,0,1,Real Bed,52,0,100,10,10,10,10,10,10
9298079,1BR. artsy w/lake view + gym/sauna,Seemi,f,1,Wallace Emerson,43.66455,-79.44869,Condominium,Private room,2,1.5,1,2,Real Bed,75,0,80,10,8,10,10,8,10
9301689,Affordable Well located Room,Glaucia,f,20,Fairbank,43.67875,-79.44627,House,Private room,1,1,1,1,Real Bed,23,350,67,7,6,8,7,9,6
9301914,北约克独立卫生间高级主人套房Cozy Master Bedroom,Funsway,t,0,Don Valley Village,43.79143,-79.36653,Townhouse,Private room,3,1,1,2,Real Bed,85,265,96,10,10,10,10,9,9
9302062,Sunny Downtown 2B2B with Parking,Karen,f,1,Downtown Toronto,43.65398,-79.37871,Condominium,Entire home/apt,5,2,2,2,Real Bed,225,0,90,9,10,10,10,10,9
9309550,"Contemporary, Private Beach Getaway",Nancy,f,1,The Beaches,43.67249,-79.29594,House,Entire home/apt,2,1,0,1,Pull-out Sofa,96,143,96,10,10,10,9,10,10
9309637,1000+SQFT in High Floor +Free PRK,Mohamed,t,5,Downtown Toronto,43.64393,-79.37973,Condominium,Entire home/apt,4,2,2,2,Real Bed,243,188,98,10,10,10,10,10,10
9310412,One bedroom Condo in North York,Anthony,f,1,Willowdale,43.76661,-79.38815,Condominium,Private room,1,1,1,1,Real Bed,106,0,,,,,,,
9314701,Quiet Room-Downtown East with WiFi,Sanjid,f,2,Riverdale,43.66295,-79.3526,Townhouse,Private room,1,1,1,1,Futon,40,99,96,10,10,10,10,10,10
9318001,Master Bedroom w/Bath 2nd floor Toronto North,Bob,f,20,Willowdale,43.77471,-79.4008,House,Private room,2,1,1,1,Real Bed,65,75,98,10,10,10,10,10,10
9325311,CORE DownTown PRIME location @ SCOTIABANK ARENA,Sam,t,5,Downtown Toronto,43.64408,-79.37987,Condominium,Entire home/apt,4,1,1,1,Real Bed,110,61,97,10,10,10,10,10,10
9328245,1 room in a 2 storey apt.,Carl,f,1,The Beaches,43.67145,-79.29805,Apartment,Private room,1,1.5,1,1,Real Bed,45,0,,,,,,,
9330322,East Toronto Gem in Historic House,Melissa,f,1,Riverdale,43.66528,-79.32574,Apartment,Entire home/apt,4,1,1,2,Real Bed,72,0,98,10,9,10,10,10,10
9331373,Bright room in a clean House,Masoud,f,3,Westminster/Branson,43.7879,-79.46559,House,Private room,1,1,1,1,Real Bed,37,223,87,9,8,10,10,9,10
9332582,Welcome to Happy House,Michael,f,1,Riverdale,43.6673,-79.33806,Apartment,Private room,1,1,1,1,Real Bed,51,0,,,,,,,
9341429,Modern Downtown Condo,Rizwan,f,1,Downtown Toronto,43.64313,-79.40107,Condominium,Entire home/apt,2,1,1,2,Real Bed,80,320,100,10,10,8,10,10,10
9342514,Zen Greenhouse Studio Sous-Sol,Inger,t,3,Trinity-Bellwoods,43.64804,-79.41757,House,Entire home/apt,2,1,1,1,Real Bed,85,95,99,10,9,10,10,10,10
9346672,Condo next to union station,Garry,f,1,Downtown Toronto,43.64279,-79.38177,Condominium,Entire home/apt,2,1,1,1,Real Bed,75,0,92,9,8,9,10,10,9
9362849,Comfie sofa 420/smoke/LGBT/pet/veggie friendly,Randy,f,4,Stonegate-Queensway,43.62388,-79.51274,House,Shared room,4,1,1,3,Futon,32,353,90,9,9,10,9,9,9
